1723696181079,-4.7358003,-0.031650003,8.739901,
1723696181079,-4.75365,-0.057450004,8.74335,
1723696181079,-4.75605,-0.043050002,8.7249,
1723696181568,-4.7382,-0.06510001,8.74995,
1723696182058,-4.7382,-0.06510001,8.74995,
1723696182290,-4.7488503,-0.0639,8.752351,
1723696182508,-4.7506504,-0.038250003,8.7123,
1723696182508,-4.7454004,-0.04845,8.7249,
1723696182508,-4.7454004,-0.04845,8.7249,
1723696183190,-4.7196,-0.03345,8.75175,
1723696183409,-4.75845,-0.08490001,8.738701,
1723696183409,-4.8225,-0.05445,8.7339,
1723696183840,-4.8225,-0.05445,8.7339,
1723696184060,-4.62585,-0.057450004,8.938951,
1723696184269,-4.7017503,-0.076500006,8.75835,
1723696184269,-4.7017503,-0.076500006,8.75835,
1723696184689,-4.7238,-0.057450004,8.7291,
1723696184897,-4.7478004,-0.1005,8.702101,
1723696184897,-4.7478004,-0.1005,8.702101,
1723696185318,-4.76445,-0.049050003,8.6496,
1723696185521,-4.7406,-0.02205,8.7159,
1723696185521,-4.76445,-0.071100004,8.6938505,
1723696185935,-4.76445,-0.071100004,8.6938505,
1723696186147,-4.7530503,-0.053850003,8.7279005,
1723696186353,-4.7466,-0.016800001,8.7333,
1723696186353,-4.7472,-0.05025,8.7243,
1723696186753,-4.7400002,-0.050850004,8.756551,
1723696187003,-4.76385,-0.0627,8.696851,
1723696193554,-4.7608504,-0.052050002,8.7369,
1723696193554,-4.7478004,-0.058650002,8.7135,
1723696193554,-4.7406,-0.042450003,8.69865,
1723696193554,-4.743,-0.03945,8.709901,
1723696193554,-4.743,-0.03945,8.709901,
1723696194096,-4.7262,-0.06510001,8.7369,
1723696194520,-4.7262,-0.06510001,8.7369,
1723696194520,-4.7460003,-0.058650002,8.718301,
1723696194520,-4.7460003,-0.058650002,8.718301,
1723696194520,-4.7472,-0.03765,8.718301,
1723696194938,-4.722,-0.062100004,8.7321005,
1723696194938,-4.7358003,-0.02325,8.7417,
1723696195582,-4.7358003,-0.02325,8.7417,
1723696195582,-4.75425,-0.060450003,8.7255,
1723696195784,-4.75845,-0.076500006,8.7339,
1723696195999,-4.75845,-0.076500006,8.7339,
1723696196405,-4.7076,-0.018000001,8.66145,
1723696196618,-4.7364,-0.064500004,8.744551,
1723696196851,-4.7256002,-0.056250002,8.74755,
1723696196851,-4.7256002,-0.056250002,8.74755,
1723696197240,-4.7310004,-0.029250002,8.730901,
1723696197450,-4.7310004,-0.029250002,8.730901,
1723696197450,-4.7310004,-0.029250002,8.730901,
1723696197450,-4.7310004,-0.063300006,8.726701,
1723696197450,-4.7262,-0.0615,8.710501,
1723696197450,-4.7262,-0.0615,8.710501,
1723696197960,-4.7442,-0.03705,8.715301,
1723696198237,-4.7400002,-0.05025,8.7081,
1723696198444,-4.7400002,-0.05025,8.7081,
1723696198835,-4.7394004,-0.058650002,8.726701,
1723696199031,-4.7554502,-0.03705,8.69025,
1723696199031,-4.7554502,-0.03705,8.69025,
1723696199425,-4.7298,-0.04785,8.723101,
1723696219425,-4.7460003,-0.055650003,8.718301,
1723696219425,-4.7322,-0.064500004,8.735101,
1723696219687,-4.7322,-0.064500004,8.735101,
1723696220075,-4.8069,-0.040650003,8.58255,
1723696220269,-4.8069,-0.040650003,8.58255,
1723696220269,-4.75185,-0.05445,8.696851,
1723696220269,-4.75185,-0.05445,8.696851,
1723696220269,-4.7418003,-0.0657,8.748751,
1723696220269,-4.7418003,-0.0657,8.748751,
1723696220951,-4.7776504,-0.035850003,8.66685,
1723696220951,-4.7436004,-0.040650003,8.7177,
1723696221186,-4.7436004,-0.040650003,8.7177,
1723696221583,-4.737,-0.076500006,8.748751,
1723696221774,-4.7901,-0.025650002,8.634601,
1723696221774,-4.7901,-0.025650002,8.634601,
1723696222176,-4.7608504,-0.057450004,8.67045,
1723696222381,-4.7454004,-0.08490001,8.7177,
1723696222381,-4.7454004,-0.08490001,8.7177,
1723696222765,-4.7454004,-0.02745,8.69985,
1723696222972,-4.75185,-0.049050003,8.7291,
1723696222972,-4.75185,-0.049050003,8.7291,
1723696223369,-4.75245,-0.0657,8.7249,
1723696223569,-4.7442,-0.055050004,8.745151,
1723696223569,-4.7442,-0.055050004,8.745151,
1723696223569,-4.7442,-0.055050004,8.745151,
1723696223961,-4.7442,-0.055050004,8.745151,
1723696223961,-4.737,-0.04185,8.753551,
1723696223961,-4.7286,-0.059850004,8.76015,
1723696224168,-4.7286,-0.059850004,8.76015,
1723696224168,-4.7406,-0.055650003,8.75055,
1723696224655,-4.7388,-0.045450002,8.7375,
1723696224857,-4.7388,-0.045450002,8.7375,
1723696225238,-4.75185,-0.08490001,8.731501,
1723696225428,-4.77405,-0.013200001,8.7039,
1723696225428,-4.77405,-0.013200001,8.7039,
1723696225823,-4.76385,-0.028050002,8.74695,
1723696226023,-4.75845,-0.09810001,8.7249,
1723696226023,-4.75845,-0.09810001,8.7249,
1723696226415,-4.7472,-0.040650003,8.723101,
1723696226609,-4.7244,-0.013800001,8.756551,
1723696226609,-4.7244,-0.013800001,8.756551,
1723696226993,-4.7310004,-0.074700005,8.7177,
1723696227185,-4.7506504,-0.0759,8.689051,
1723696227185,-4.7506504,-0.0759,8.689051,
1723696227583,-4.7172003,-0.021450002,8.77035,
1723696227782,-4.7172003,-0.021450002,8.77035,
1723696227782,-4.7394004,-0.059850004,8.7087,
1723696228171,-4.8255,-0.055050004,8.710501,
1723696228368,-4.8255,-0.055050004,8.710501,
1723696228368,-5.1034503,-0.063300006,8.516251,
1723696228755,-5.26305,-0.058050003,8.42835,
1723696228755,-5.26305,-0.058050003,8.42835,
1723696229139,-5.2320004,-0.044850003,8.473801,
1723696229332,-5.0926504,-0.04425,8.5605,
1723696229332,-5.0926504,-0.04425,8.5605,
1723696229723,-5.0490003,-0.029250002,8.604751,
1723696229915,-4.9779,-0.0753,8.53005,
1723696229915,-4.9779,-0.0753,8.53005,
1723696230324,-5.0986505,-0.013200001,8.50185,
1723696230516,-5.0047503,-0.0753,8.511451,
1723696230516,-5.0047503,-0.0753,8.511451,
1723696230904,-4.887,-0.008400001,8.66565,
1723696231096,-4.9198503,-0.108150005,8.67045,
1723696231096,-4.9198503,-0.108150005,8.67045,
1723696231492,-4.92105,-0.03765,8.75415,
1723696231680,-4.7268004,-0.27975002,8.595751,
1723696231680,-4.7268004,-0.27975002,8.595751,
1723696232089,-4.8075004,-0.1578,8.67045,
1723696232279,-4.8075004,-0.1578,8.67045,
1723696232279,-4.8703504,-0.33540002,8.7045,
1723696232664,-4.8003,-0.49860004,8.7087,
1723696232664,-4.8003,-0.49860004,8.7087,
1723696233049,-4.8081,-0.6348,8.74695,
1723696233249,-4.59165,-0.8274,8.9574,
1723696233249,-4.59165,-0.8274,8.9574,
1723696233632,-4.42425,-0.77475005,8.8659,
1723696233830,-4.7035503,-0.492,8.701651,
1723696233830,-4.7035503,-0.492,8.701651,
1723696234218,-4.61625,-0.52005005,8.784,
1723696234415,-4.6467004,-0.61335003,8.8683,
1723696234415,-4.6467004,-0.61335003,8.8683,
1723696234804,-4.67115,-0.35625002,8.760751,
1723696234995,-4.5988503,-0.40050003,8.941951,
1723696234995,-4.5988503,-0.40050003,8.941951,
