1723696261401,-nan,0.267116
1723696261795,-13.0176,0.511217
1723696261992,-13.9909,0.766605
1723696262390,-16.8547,1.02049
1723696262589,-18.8015,1.10679
1723696262983,-18.8166,1.22673
1723696263182,-18.2433,1.26793
1723696263576,-17.5101,1.44406
1723696263767,-17.3044,1.55152
1723696264158,-17.4126,1.5402
1723696264731,-17.5724,1.70551
1723696265117,-17.0619,1.81222
1723696265319,-16.9876,1.8786
1723696265720,-17.56,2.00841
1723696266180,-17.5326,2.13795
1723696266808,-17.5009,2.41884
1723696267205,-17.0324,2.42323
1723696267406,-16.9885,2.54251
1723696267788,-17.2488,2.65234
1723696267981,-17.1901,2.69436
1723696268365,-17.3427,2.84067
1723696268568,-17.2422,2.87159
1723696268948,-17.0891,3.06866
1723696269532,-16.3936,3.44007
1723696270115,-14.2595,3.56689
1723696270514,-11.6623,3.65352
1723696270706,-9.70295,3.6443
1723696271084,-8.72573,3.8436
1723696271279,-5.84393,3.78134
1723696271667,-4.25178,4.06381
1723696271867,-0.234404,4.23419
1723696272247,1.60233,4.42116
1723696272830,6.0076,4.87523
1723696273219,12.2773,4.96999
1723696273414,15.677,5.00287
1723696273825,15.8611,5.12176
1723696274018,17.899,5.12331
1723696274399,18.1029,5.30413
1723696274599,19.6887,5.30509
1723696274987,19.5288,5.51108
1723696275175,22.0144,5.50684
1723696275569,22.262,5.68262
1723696275770,25.3742,5.78399
1723696276144,26.0188,5.9294
1723696276732,28.7177,6.4095
1723696277113,34.4959,6.4163
1723696277316,37.3429,6.36121
1723696277698,37.3908,6.61879
1723696277892,39.0948,6.72854
1723696278283,38.738,7.02909
1723696278476,39.8799,7.06244
1723696278861,38.7402,7.32849
1723696279429,38.7952,7.69498
1723696279820,38.9104,7.76923
1723696280017,38.045,7.73478
1723696280398,35.7356,8.03399
1723696280607,34.25,8.05887
1723696280997,31.97,8.36417
1723696281193,30.1942,8.38645
1723696281592,27.5503,8.63623
1723696281790,25.5257,8.60052
1723696282181,22.8958,8.93369
1723696282372,20.81,8.96928
1723696282762,18.4237,9.33114
1723696283340,16.2271,9.8215
1723696283924,14.2383,10.0191
1723696284314,11.5809,10.1153
1723696284510,8.71387,10.1573
1723696284895,6.35802,10.4314
1723696285094,3.96207,10.4659
1723696285485,1.75847,10.6477
1723696285674,-0.672299,10.6402
1723696286069,-2.47757,10.982
1723696286272,-4.00578,11.0748
1723696286665,-5.28819,11.2712
1723696287238,-5.82929,11.7287
1723696287836,-5.9437,11.999
1723696288218,-5.46,11.9989
1723696288412,-5.64783,12.0048
1723696288792,-6.46627,12.162
1723696288988,-6.75377,12.2698
1723696289376,-7.48572,12.4897
1723696289569,-8.04467,12.4634
1723696289955,-8.95194,12.7423
1723696290547,-9.57738,13.1271
1723696290926,-10.2931,13.0881
1723696291124,-11.2548,13.0915
1723696291519,-12.2581,13.3979
1723696291711,-13.1787,13.544
1723696292104,-14.0742,13.7665
1723696292302,-14.8088,13.8301
1723696292707,-15.6078,14.1844
1723696292909,-16.2452,14.2446
1723696293303,-16.9915,14.4918
1723696293503,-17.7573,14.394
1723696293888,-18.2881,14.6051
1723696294081,-18.8607,14.6858
1723696294469,-19.2687,14.8639
1723696294667,-19.3106,14.9279
1723696295059,-19.2793,15.0106
1723696295635,-18.8069,15.1544
1723696296019,-17.239,15.2365
1723696296220,-15.999,15.4163
1723696296609,-15.5061,15.6522
1723696296799,-13.8391,15.6788
1723696297183,-13.3356,15.8933
1723696297380,-11.7938,15.8942
1723696297768,-11.1603,16.025
1723696297961,-9.72308,15.9758
1723696298345,-9.15668,16.2148
1723696298936,-7.48055,16.4194
1723696299322,-5.38113,16.5717
1723696299520,-4.80206,16.6961
1723696299902,-4.77772,16.9694
1723696300098,-4.45942,16.9522
1723696300487,-4.77247,17.2798
1723696300684,-4.53587,17.1997
1723696301065,-4.73634,17.4421
1723696301258,-4.78126,17.4015
1723696301650,-5.08349,17.5942
1723696302229,-4.89679,17.8144
1723696302618,-3.97492,17.8838
1723696302814,-3.40037,17.8835
1723696303200,-3.29336,17.9079
1723696303392,-4.14538,18.0497
1723696303782,-2.24765,18.3327
1723696303976,-3.08882,18.3806
1723696304365,-3.16205,18.5489
1723696304560,-2.54226,18.5869
1723696304947,-2.24,18.7792
1723696305527,-1.29241,18.9902
1723696305915,-6.54191,19.0784
1723696306118,-3.90732,19.1437
1723696306503,-4.09691,19.29
1723696306696,-3.5328,19.3956
1723696307080,-3.55854,19.4517
1723696307275,-3.17058,19.4908
1723696307663,-3.379,19.5567
1723696307866,-4.01681,19.5555
1723696308272,-4.31001,19.6988
1723696308472,-4.55796,19.8005
1723696308875,-5.11002,20.0476
1723696309072,-5.47091,19.9293
1723696309463,-5.73419,19.9726
1723696309665,-5.662,20.0136
1723696310054,-5.85296,20.2071
1723696310256,-5.84047,20.1453
1723696310645,-6.07416,20.1649
1723696311224,-6.17596,20.593
1723696311618,-6.14614,20.7991
1723696311815,-6.29206,20.9109
1723696312205,-6.61391,20.9814
1723696312404,-6.93436,20.8997
1723696312791,-6.97597,20.9886
1723696312986,-6.45312,21.0553
1723696313366,-6.0302,21.3909
1723696313567,-4.62671,21.1698
1723696313953,-3.96401,21.3738
1723696314524,-2.97926,21.5304
1723696314913,-2.1935,21.5499
1723696315104,-1.24123,21.5521
1723696315488,-1.13661,21.7168
1723696315684,-0.957736,21.7059
1723696316074,-1.22675,21.6842
1723696316267,-1.7295,21.7232
1723696316658,-2.19179,21.6561
1723696316855,-3.55295,21.7641
1723696317239,-4.75049,21.8449
1723696317624,-6.58852,21.9963
1723696317816,-8.20612,22.032
1723696318207,-8.93258,22.1417
1723696318405,-10.3198,22.0481
1723696318797,-11.0056,22.0915
1723696318989,-12.1217,22.1614
1723696319374,-12.5996,22.0508
1723696319566,-13.3425,21.9834
1723696319950,-13.5841,21.9783
1723696320157,-13.352,21.989
1723696320539,-13.0479,21.9234
1723696321123,-11.8342,22.0287
1723696321511,-8.42215,22.2326
1723696321702,-5.43316,22.288
1723696322094,-3.83701,22.5479
1723696322282,-0.946975,22.4892
1723696322674,0.147381,22.6147
1723696322872,2.19895,22.7021
1723696323537,2.33583,23.1186
1723696323775,3.87267,23.1738
1723696324195,4.18833,23.1335
1723696324388,5.10273,23.0537
1723696324772,5.03335,23.176
1723696324966,4.87893,23.2781
1723696325356,4.61584,23.3463
1723696325556,4.80959,23.2561
1723696325943,4.75137,23.3113
1723696326327,5.04253,23.423
1723696326531,4.74759,23.4265
1723696326912,4.64708,23.5562
1723696327104,4.32252,23.5445
1723696327492,3.89988,23.7719
1723696327685,3.86671,23.8112
1723696328073,3.49528,24.0343
1723696328276,3.53396,23.9937
1723696328672,3.3246,24.1343
1723696328865,3.80969,24.098
1723696329257,3.61218,24.1704
1723696329834,3.43558,24.394
1723696330216,3.4241,24.1551
1723696330413,3.01204,24.1056
1723696330804,2.7283,24.0045
1723696330995,2.01719,24.1242
