1720244517,-0,0
1720244518,4.47475e-07,0
1720244519,6.8585e-07,0
1720244520,1.03495e-06,0
1720244521,1.62183e-06,0
1720244522,2.79117e-06,0
1720244523,4.52609e-06,0
1720244524,7.02861e-06,0
1720244525,1.12462e-05,0
1720244526,1.77762e-05,0
1720244527,2.78623e-05,0
1720244528,4.30834e-05,0
1720244529,6.62379e-05,0
1720244530,0.000101046,0
1720244531,0.000152965,0
1720244532,0.000230229,0
1720244533,0.000344322,0
1720244534,0.000511643,0
1720244535,0.000755778,0
1720244536,0.00111096,0
1720244537,0.00162432,0
1720244538,0.00236286,0
1720244539,0.00342222,0
1720244540,0.00493502,0
1720244541,0.00708853,0
1720244542,0.0101404,0
1720244543,0.0144536,0
1720244544,0.0205286,0
1720244545,0.0290608,0
1720244546,0.0410016,0
1720244547,0.0576768,0
1720244548,0.0808912,0
1720244549,0.113103,0
1720244550,0.157753,0
1720244551,0.219425,0
1720244552,0.304439,0
1720244553,0.421401,0
1720244554,0.581953,0
1720244555,0.801709,0
1720244556,1.10205,0
1720244557,1.51122,0
1720244558,2.06725,0
1720244559,2.81985,0
1720244560,3.83328,0
1720244561,5.18594,0
1720244562,6.96691,0
1720244563,9.25964,0
1720244564,12.1002,0
1720244565,15.4125,0
1720244566,18.9444,0
1720244567,22.2872,0
1720244568,25.0654,0
1720244569,27.1155,0
1720244570,28.5131,0
1720244571,29.4276,0
1720244572,30.0191,0
1720244573,30.4054,0
1720244574,30.6594,0
1720244575,30.8268,0
1720244576,30.935,0
1720244577,31.0043,0
1720244578,31.0442,0
1720244579,31.0665,0
1720244580,31.0756,0
1720244581,31.0729,0
1720244582,31.0626,0
1720244583,31.0472,0
1720244584,31.0274,0
1720244585,31.0041,0
1720244586,30.9779,0
1720244587,30.9506,0
1720244588,30.9218,0
1720244589,30.8913,0
1720244590,30.8605,0
1720244591,30.829,0
1720244592,30.7967,0
1720244593,30.7646,0
1720244594,30.7328,0
1720244595,30.7003,0
1720244596,30.6683,0
1720244597,30.6364,0
1720244598,30.6043,0
1720244599,30.5728,0
1720244600,30.5411,0
1720244601,30.5103,0
1720244602,30.4796,0
1720244603,30.4486,0
1720244604,30.4179,0
1720244605,30.3872,0
1720244606,30.3569,0
1720244607,30.3273,0
1720244608,30.2978,0
1720244609,30.2689,0
1720244610,30.2403,0
1720244611,30.2125,0
1720244612,30.1843,0
1720244613,30.1568,0
1720244614,30.1293,0
1720244615,30.1022,0
1720244616,30.0753,0
1720244617,30.0486,0
1720244618,30.0223,0
1720244619,29.9966,0
1720244620,29.9708,0
1720244621,29.9456,0
1720244622,29.9206,0
1720244623,29.8959,0
1720244624,29.8718,0
1720244625,29.8476,0
1720244626,29.8241,0
1720244627,29.8007,0
1720244628,29.7775,0
1720244629,29.7546,0
1720244630,29.7318,0
1720244631,29.7093,0
1720244632,29.6874,0
1720244633,29.6654,0
1720244634,29.6438,0
1720244635,29.6222,0
1720244636,29.6011,0
1720244637,29.58,0
1720244638,29.5592,0
1720244639,29.5382,0
1720244640,29.5177,0
1720244641,29.498,0
1720244642,29.4781,0
1720244643,29.4587,0
1720244644,29.4392,0
1720244645,29.4203,0
1720244646,29.4014,0
1720244647,29.3825,0
1720244648,29.3635,0
1720244649,29.3451,0
1720244650,29.3272,0
1720244651,29.3093,0
1720244652,29.2917,0
